id,parent_id,type,subtype,code,name,is_group,is_selectable,est_count,concept_id,domain_id
316555,316487,PPI,,Past3MonthUseFrequency_Inhalant3MonthUse,"In the PAST THREE MONTHS, how often have you used Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)",0,1,,1585674,Observation
316556,316487,PPI,,Past3MonthUseFrequency_Marijuana3MonthUse,"In the PAST THREE MONTHS, how often have you used Marijuana (cannabis, pot, grass, hash, weed, etc.)",0,1,,1585650,Observation
316557,316487,PPI,,Past3MonthUseFrequency_Other3MonthUse,"In the PAST THREE MONTHS, how often have you used Other [INSERT LANGUAGE FROM SU01j]",0,1,,1585704,Observation
316558,316487,PPI,,Past3MonthUseFrequency_OtherStimulant3MonthUse,"In the PAST THREE MONTHS, how often have you used Other stimulants (methamphetamine, speed, crystal meth, ice, k2/spice, bath salts, etc.)",0,1,,1585668,Observation
316559,316487,PPI,,Past3MonthUseFrequency_PrescriptionOpiod3MonthUse,"In the PAST THREE MONTHS, how often have you used Prescription opioids for non-medical reasons (obana, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine [Supoxone], etc.)",0,1,,1585698,Observation
316560,316487,PPI,,Past3MonthUseFrequency_PrescriptionStimulant3Month,"In the PAST THREE MONTHS, how often have you used Prescription stimulants for non-medical reasons (Vyvanse, Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)",0,1,,1585662,Observation
316561,316487,PPI,,Past3MonthUseFrequency_Sedative3MonthUse,"In the PAST THREE MONTHS, how often have you used Sedatives or sleeping pills for non-medical reasons (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)",0,1,,1585680,Observation
316562,316487,PPI,,Past3MonthUseFrequency_Stimulant3MonthUse,"In the PAST THREE MONTHS, how often have you used Prescription stimulants for non-medical reasons (Vyvanse, Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)",0,1,,903058,Observation
316563,316487,PPI,,Past3MonthUseFrequency_StreetOpioid3MonthUse,"In the PAST THREE MONTHS, how often have you used Street opioids (heroin, opium, etc.)",0,1,,1585692,Observation
316564,316528,PPI,,SmokelessTobacco_SmokelessTobaccoFrequency,Do you now use smokeless tobacco productsâŠ,0,1,,1586193,Observation
316565,316528,PPI,,SmokelessTobacco_SmokelessTobaccoParticipant,"Have you ever used smokeless tobacco products, even one or two times? (Smokeless tobacco products include snus pouches, Skoal Bandits, loose snus, moist snuff, dip, spit, and chewing tobacco.)",0,1,,1586190,Observation
316566,316477,PPI,,StreetAddress_PIICity,City,0,1,,1585248,Observation
316567,316477,PPI,,StreetAddress_PIIState,State,0,1,,1585249,Observation
316568,316477,PPI,,StreetAddress_PIIZIP,ZIP,0,1,,1585250,Observation
316569,316486,PPI,,WhatRaceEthnicity_WhatTribeAffiliation,What Tribe,0,0,,1586139,Observation
316570,316569,PPI,,WhatTribeAffiliation_FreeText,"Provide the name of the tribe in which you are enrolled or affiliated or your tribal descent. (for example, Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Native Village of Barrow Inupiat Traditional Government, Nome Eskimo Community, etc.)",0,1,,1585599,Observation
